tamaño sector numero.cifin Ebitda.ActivoTotal UtilNeta.Patrimonio Razón.Corriente Ciclo.Efectivo Pasivo.Ventas Pasivo.Activos Pasivo.total Default Saldos
P             1             10             0.073998245   0.073998245   0.93728620   1.196768e+02   0.43514550   0.56420006     0.1475826972 0             1.101819e+08 
P             2             10             0.063103670   0.063103670   1.32331606   7.354929e+01   0.46792089   0.62459755     0.2832369942 0             4.247075e+07 
P             2             10             0.261859583   0.261859583   3.32307692   9.523006e+01   0.12827768   0.32258065     0.2542016807 0             4.672092e+08 
G             3              3            -0.027293306  -0.027293306   0.08544061   4.757700e+00  31.70338983   0.93695660     0.0000000000 1             1.853326e+09 
P             2             10            -0.052495139  -0.052495139   0.31471390   2.117414e+01   0.46367656   0.65186501     0.0779220779 1             4.510043e+07 
P             2             10            -0.081101705  -0.081101705   0.66533616   8.893285e+00   0.19188847   0.39824429     0.6295414342 1             1.739204e+08 
P             3             10             0.072681704   0.072681704   1.57051282   6.202931e+01   0.13565217   0.58793970     0.0000000000 0             4.110480e+07 
P             1             10             0.242990654   0.242990654   1.10229277   3.247896e+01   0.13423295   0.40762042    -0.2500000000 0             1.240136e+08 
G             3             10            -0.004278707  -0.004278707   0.85394813   3.032301e+01   0.50998142   0.45260314     0.4020822115 0             5.347821e+07 
P             2             10             0.313008130   0.313008130   1.02645503   2.416543e+01   0.37875752   0.61463415     0.0072992701 0             3.630229e+07 
G             3             10             0.144916324   0.144916324   0.43420599   5.315657e+01   1.33066004   0.41143747    -0.1126003189 0             5.215513e+08 
M             4             10             0.018232301   0.018232301   1.27477971   5.325550e+01   0.57544227   0.61253856    -0.0699892192 0             1.726458e+08 
P             3              3             0.031830239   0.031830239   0.18099548   7.229261e+00   0.40234282   0.44641910    -0.4466338259 0             5.163229e+06 
P             2             10             0.525237747   0.525237747   2.61810155   5.238196e+01   0.11092067   0.33138259    -1.0000000000 0             2.858680e+08 
P             3             10             0.209386282   0.209386282   0.72519084   1.119325e+01   0.12257019   0.49347826     0.8021978022 0             2.726150e+08 
P             2             10             0.109547739   0.109547739   1.68693009   1.506167e+02   0.37946943   0.38576214     1.0349206349 0             4.136238e+08 
P             2             10             0.076702322   0.076702322   1.39452233   1.439250e+02   0.46835550   0.75639392    -0.1332434674 0             5.249210e+07 
G             3             10            -0.037718820  -0.037718820   1.04247643   3.757279e+02   4.78827931   0.92440093    -0.4312270460 0             1.479366e+08 
P             2             10             0.118444615   0.118444615   0.81148748   1.276706e+01   0.55163566   0.70146819     0.1318822023 0             2.972438e+07 
G             3              4             0.051250265   0.051250265   0.58810528   5.942960e+01   1.37250122   0.65731536     0.3552403638 0             4.862219e+09 
G             1             10             0.200429814   0.200429814   1.66836770   6.142042e+01   0.20584071   0.43367028    -0.1181500407 0             9.941485e+08 
P             2             10             0.090036014   0.090036014   1.54418605   9.296147e+01   0.27493606   0.51620648     7.2500000000 0             1.062079e+08 
G             2              4             0.056266422   0.056266422   1.16935159   4.602262e+01   0.57991348   0.65638578    -0.1055422858 1             1.535274e+09 
P             4             10             0.073033708   0.073033708   1.00224972   2.873925e+01   0.43408203   0.88107037    -0.2205882353 0             5.849730e+07 
G             3              3            -0.025687428  -0.025687428   0.19229819   5.987823e+02  11.02561191   0.89253639    -0.4902133335 0             8.906710e+08 
G             3              1             0.010533912   0.010533912   0.71819151   5.675657e+01   2.93892567   0.92513434     0.1311674782 1             8.558039e+09 
G             3              4             0.042813288   0.042813288   0.45457091   1.261071e+02   1.61551888   0.63995223     0.3837879370 1             9.175321e+08 
G             2              4             0.374688314   0.374688314   1.39237739   1.416862e+02   0.39793797   0.70766198     2.0127517123 0             5.287052e+07 
P             2             10             0.122170669   0.122170669   3.41986650   9.375259e+01   0.11180296   0.22853469    -0.7355777364 0             2.817011e+08 
P             2             10             0.088270859   0.088270859   0.86984816   2.884181e+01   0.39679359   0.71825877    -0.3609756098 0             2.999716e+08 
M             2             10             0.049630949   0.049630949   1.41723228   1.811185e+02   0.49367089   0.67498091     0.3764813127 0             7.190411e+07 
P             3             10             0.024977251   0.024977251   1.98077816   9.961115e+00   0.15968351   0.50076778    -0.2380472638 0             1.549038e+08 
P             4             10            -0.020664207  -0.020664207   2.15480043   2.176352e+02   0.91365462   0.89544895     3.8711502200 0             1.433252e+08 
P             3             10             0.252665245   0.252665245   1.50566038   4.359712e+01   0.15887290   0.56503198     2.8000000000 0             1.805143e+07 
P             2             10             0.139835488   0.139835488   1.84615385   2.722339e+01   0.10673235   0.30552291    -0.1619718310 0             3.082254e+08 
P             4              3             0.133130963   0.133130963   2.60210035   1.290058e+02   0.19044444   0.37163920     0.0000000000 0             8.225417e+07 
P             3             10             0.503418922   0.503418922   3.75221574   6.221390e+01   0.06647502   0.20321664     4.7506053269 0             3.785911e+08 
P             2             10             0.099464422   0.099464422   2.96875000   3.311953e+02   0.77195467   0.83397093    12.1666666667 0             2.614851e+08 
